Product Title,Product ID,Main Category,Subcategory,Colors,Patterns,Season,Brands,Gender,Hue,Saturation,Value
Trousers_Trousers_Grey,rec29e8XXGsPBmqiX,Trousers,Trousers,Grey,Single-coloured,"Summer, Spring, Autumn",Guy,Men,0.0,10.0,25.0
Trousers_Jeans_Blue,recF6GTk8OyzJbYQA,Trousers,Jeans,Blue,Single-coloured,"Summer, Spring, Autumn",Everlane,Men,111.0,79.0,42.0
Trousers_Jeans_Grey,recLzKvDsE63e5Eb9,Trousers,Jeans,Grey,Single-coloured,"Summer, Spring, Autumn",Tribolite,Men,30.0,9.0,27.0
Trousers_Jeans_Blue,reccIgqrWRk3xCZxs,Trousers,Jeans,Blue,Single-coloured,"Summer, Spring, Autumn",Carhartt,Men,111.0,70.0,117.0
Trousers_Jeans_Blue,recoUtptpco2nPtxL,Trousers,Jeans,Blue,Single-coloured,"Summer, Spring, Autumn",Tommy Hilfiger,Men,108.0,28.0,111.0
Trousers_Jeans_Grey,recJDD17WQXIBllNM,Trousers,Jeans,Grey,Single-coloured,"Summer, Spring, Autumn",Brunello Cucinelli,Men,150.0,5.0,54.0
Trousers_Jeans_Blue,recntrZwUheJBB2Se,Trousers,Jeans,Blue,Single-coloured,"Autumn, Winter",Strauss,Men,106.0,74.0,52.0
Trousers_Jeans_Black,reczFZxiJyNsxsiuv,Trousers,Jeans,Black,Single-coloured,"Summer, Spring, Autumn",About You,Men,128.0,44.0,23.0
Trousers_Shorts_Green,recS4U7l3ynnS7KOX,Trousers,Shorts,Green,Single-coloured,"Summer, Spring",Mr Marvis,Men,82.0,64.0,60.0
Trousers_Shorts_Beige,recTxUTWmARtPF8JZ,Trousers,Shorts,Beige,Single-coloured,"Summer, Spring",Asphalt Gold,Men,21.0,60.0,72.0
Trousers_Shorts_Black,recueUoEAThpoFo7f,Trousers,Shorts,Black,Single-coloured,"Summer, Spring",RMDY,Men,150.0,9.0,28.0
Trousers_Shorts_Blue,recSOWAJxms7YJ8nA,Trousers,Shorts,Blue,Single-coloured,"Summer, Spring",Musto,Men,115.0,45.0,34.0
Trousers_Shorts_Blue,recIljjgZbDdRiZx0,Trousers,Shorts,Blue,Single-coloured,"Summer, Spring",Corridor,Men,96.0,83.0,117.0
Trousers_Trousers_Blue,recIK4tIa2vFgkqkw,Trousers,Trousers,Blue,Single-coloured,"Spring, Summer, Winter, Autumn",Dickies,Women,105.0,123.0,29.0
Trousers_Trousers_Green,recYL858hUoMjikoI,Trousers,Trousers,Green,Single-coloured,"Spring, Summer, Winter, Autumn",Hollister,Women,18.0,50.0,51.0
Trousers_Trousers_White,recHxtLnsc9LmQ7O5,Trousers,Trousers,White,Single-coloured,"Spring, Summer",John Lewis,Women,17.0,14.0,130.0
Trousers_Trousers_Beige,recBy0PJajI1iYuVa,Trousers,Trousers,Beige,Single-coloured,"Spring, Summer, Winter, Autumn",Nike,Women,20.0,63.0,61.0
Trousers_Trousers_White,recQhki29SClh8Zzl,Trousers,Trousers,White,Single-coloured,"Spring, Summer, Winter, Autumn",Next,Women,60.0,7.0,111.0
Trousers_Shorts_Blue,reckOtIcQcCFC3lmW,Trousers,Shorts,Blue,Single-coloured,"Spring, Summer",7 for all mankind,Women,103.0,38.0,81.0
Trousers_Trousers_Green,recLSyetrUTSc8lKc,Trousers,Trousers,Green,Single-coloured,"Spring, Summer, Winter, Autumn",adidas,Women,84.0,214.0,25.0
Trousers_Trousers_Black,reciupwaX4dxytgFn,Trousers,Trousers,Black,Single-coloured,"Spring, Summer, Winter, Autumn",adidas,Women,0.0,0.0,12.0
Trousers_Shorts_Black,recoaffEjdgBqbVit,Trousers,Shorts,Black,Single-coloured,"Spring, Summer",Skims,Women,120.0,22.0,23.0
Trousers_Jeans_Blue,recvS8BuZb8w2W12K,Trousers,Jeans,Blue,Single-coloured,"Spring, Summer, Winter, Autumn",Commense,Women,106.0,94.0,30.0
Trousers_Jeans_Blue,recQdxLgvOT1mq9dw,Trousers,Jeans,Blue,Single-coloured,"Spring, Summer, Winter, Autumn",Weekday,Women,105.0,56.0,55.0
Trousers_Jeans_Black,rec4aPlOKqpxH4Kok,Trousers,Jeans,Black,Single-coloured,"Spring, Summer, Winter, Autumn",Everlane,Women,120.0,28.0,9.0
Trousers_Shorts_Black,recupXx4ditFaqjXA,Trousers,Shorts,Black,Single-coloured,"Spring, Summer",WNU,Women,115.0,57.0,27.0
Trousers_Shorts_Grey,reciN11CZDibuVra9,Trousers,Shorts,Grey,Single-coloured,"Spring, Summer",Nike,Women,60.0,5.0,52.0
Trousers_Shorts_Black,rec6r03P95Heg6WX2,Trousers,Shorts,Black,Single-coloured,"Spring, Summer",Nike,Women,120.0,14.0,18.0
Trousers_Trousers_White,recxuszdTjWe0I19A,Trousers,Trousers,White,Single-coloured,"Spring, Summer, Winter, Autumn",ZARA,Women,20.0,8.0,92.0
Trousers_Shorts_Blue,recoHk28DiOwyi8eF,Trousers,Shorts,Blue,Single-coloured,"Spring, Summer",adidas,Women,106.0,39.0,163.0
Trousers_Shorts_Black,recfryhDgciFKz7WJ,Trousers,Shorts,Black,Single-coloured,"Spring, Summer",Stüssy,Women,120.0,27.0,19.0
Trousers_Shorts_Green,recU9YJKQaJ4GfOUV,Trousers,Shorts,Green,Single-coloured,"Spring, Summer",Cider,Women,34.0,62.0,29.0
Trousers_Shorts_Grey,recMrye6ELU3M6eMP,Trousers,Shorts,Grey,Single-coloured,"Spring, Summer",Pull&Bear,Women,105.0,21.0,24.0
Trousers_Denim_Blue,recCabevCjkkJrnzG,Trousers,Denim,Blue,Single-coloured,"Spring, Summer",Ed Hardy,Women,103.0,27.0,65.0
Trousers_Trousers_Black,recZeQCwhfaqvKtHR,Trousers,Trousers,Black,Single-coloured,"Spring, Summer, Winter, Autumn",Theory,Women,0.0,0.0,12.0
Trousers_Trousers_Blue,rec5iZ0BCHb9hTZYg,Trousers,Trousers,Blue,Single-coloured,"Spring, Summer, Winter, Autumn",ZARA,Women,115.0,113.0,27.0
Trousers_Trousers_Black,recdiAH7QFp2KsOpo,Trousers,Trousers,Black,Single-coloured,"Spring, Summer, Winter, Autumn",Cider,Women,120.0,14.0,18.0
Trousers_Trousers_Black,reccjm7Vb4yacs6QH,Trousers,Trousers,Black,Single-coloured,"Spring, Summer, Winter, Autumn",M&S,Women,0.0,34.0,15.0
Trousers_Trousers_Grey,reckmxQGhWT68lZpl,Trousers,Trousers,Grey,Single-coloured,"Spring, Summer, Winter, Autumn",Puma,Women,0.0,0.0,37.0
Trousers_Trousers_White,recbo05TCjt2pdg6z,Trousers,Trousers,White,Single-coloured,"Spring, Summer",Arket,Men,24.0,17.0,75.0
Trousers_Trousers_Black,recXA8ekMFw9AN2mn,Trousers,Trousers,Black,Single-coloured,"Autumn, Winter, Spring",Arket,Men,0.0,0.0,13.0
Trousers_Trousers_Beige,recgIdziKUpmLfK6Q,Trousers,Trousers,Beige,Single-coloured,"Spring, Autumn, Winter",Arket,Men,16.0,96.0,56.0
Trousers_Trousers_Blue,recWEXEV89GmZGOAj,Trousers,Trousers,Blue,Single-coloured,"Spring, Autumn, Winter",Arket,Men,110.0,45.0,17.0
Trousers_Trousers_Blue,recDLPpeyO5Elbte2,Trousers,Trousers,Blue,Single-coloured,"Spring, Summer, Autumn, Winter",Arket,Men,120.0,64.0,16.0
Trousers_Trousers_Green,reclHi0nveAiQDurs,Trousers,Trousers,Green,Single-coloured,"Spring, Autumn, Winter",Arket,Men,30.0,33.0,23.0
Trousers_Trousers_White,recD4WWptJaxnpDxQ,Trousers,Trousers,White,Single-coloured,"Spring, Summer",Arket,Men,18.0,17.0,75.0
Trousers_Trousers_Blue,receQR5Z1F06T3hpb,Trousers,Trousers,Blue,Single-coloured,"Spring, Autumn, Winter",Arket,Men,113.0,57.0,18.0
Trousers_Trousers_Black,rec9uCCC73ByLyO4p,Trousers,Trousers,Black,Single-coloured,"Autumn, Winter",Arket,Men,100.0,64.0,12.0
Trousers_Trousers_Black,recrCSgDn3V7Micrd,Trousers,Trousers,Black,Single-coloured,"Autumn, Winter, Spring",COS,Men,0.0,0.0,23.0
Trousers_Trousers_Grey,recxha6cOuxaZW4RF,Trousers,Trousers,Grey,Single-coloured,"Autumn, Spring, Summer",COS,Men,100.0,18.0,87.0
Trousers_Trousers_Grey,recjS0ywic4BUtmTk,Trousers,Trousers,Grey,Single-coloured,"Spring, Winter, Autumn",COS,Men,50.0,19.0,40.0
Trousers_Trousers_Black,rec4DPjSPPjLt0aUk,Trousers,Trousers,Black,Single-coloured,"Winter, Autumn",COS,Men,0.0,0.0,27.0
Trousers_Trousers_Pink,recJcDXv73Q0bmnjf,Trousers,Trousers,Pink,Single-coloured,"Spring, Summer",COS,Men,1.0,61.0,105.0
Trousers_Trousers_Blue,reccD3TI1CoUWHiiQ,Trousers,Trousers,Blue,Single-coloured,"Spring, Summer",COS,Men,105.0,69.0,81.0
Trousers_Trousers_Green,recvKV5Qi1PjbMyRL,Trousers,Trousers,Green,Single-coloured,"Spring, Autumn, Winter",COS,Men,60.0,26.0,29.0
Trousers_Jeans_Grey,recFd3tKiCIg13Dpv,Trousers,Jeans,Grey,Single-coloured,"Spring, Summer, Autumn, Winter",Calvin Klein,Men,120.0,20.0,26.0
Trousers_Shorts_Beige,recVsYuDJiZCYLRSo,Trousers,Shorts,Beige,Single-coloured,Summer,ZARA,Men,20.0,25.0,31.0
Trousers_Shorts_White,rec6t9rbEbmW9WchK,Trousers,Shorts,White,Pinstripe,Summer,Daily Paper,Men,20.0,19.0,123.0
Trousers_Shorts_Beige,recTdaIg9HjJYsXn9,Trousers,Shorts,Beige,Pinstripe,Summer,OAS,Men,18.0,62.0,41.0
Trousers_Shorts_Brown,recdkWN551iTq4sr4,Trousers,Shorts,Brown,Single-coloured,Summer,Onia,Men,14.0,46.0,72.0
Trousers_Shorts_Black,recx2qfAvVuOYaBTn,Trousers,Shorts,Black,Single-coloured,Summer,Colorful Standard,Men,120.0,28.0,18.0
Trousers_Shorts_Blue,recaAx48q2tXVIpDG,Trousers,Shorts,Blue,Single-coloured,"Summer, Spring",AllSaints,Men,103.0,51.0,60.0
Trousers_Shorts_Black,recuNn8DThadCehcH,Trousers,Shorts,Black,Single-coloured,Summer,Nudie Jeans,Men,135.0,28.0,18.0
Trousers_Jeans_Blue,recObTpo0FjWTbFPS,Trousers,Jeans,Blue,Single-coloured,"Spring, Summer, Winter, Autumn",A.P.C.,Men,,,
Trousers_Jeans_Black,reccY0p1MXRFz8hTN,Trousers,Jeans,Black,Single-coloured,"Spring, Summer, Autumn, Winter",Weekday,Men,0.0,30.0,17.0
Trousers_Trousers_Green,recl7LbLdZBCjgc4I,Trousers,Trousers,Green,Single-coloured,"Spring, Summer",adidas,Men,81.0,99.0,18.0
Trousers_Trousers_Beige,rec8HA1twOuu0WePu,Trousers,Trousers,Beige,Single-coloured,"Spring, Summer, Winter, Autumn",adidas,Men,12.0,34.0,38.0
Trousers_Trousers_Blue,recxrghPkroZnqlHG,Trousers,Trousers,Blue,Single-coloured,"Spring, Summer, Autumn, Winter",adidas,Men,104.0,227.0,36.0
Trousers_Shorts_Black,recydU406bUr8LCD7,Trousers,Shorts,Black,Single-coloured,"Spring, Summer, Autumn",adidas,Men,120.0,15.0,17.0
Trousers_Shorts_Black,rec57z49u82H50HiI,Trousers,Shorts,Black,Single-coloured,"Spring, Summer",ZARA,Men,0.0,0.0,5.0
Trousers_Shorts_Green,recLs7pCt55AYXNI7,Trousers,Shorts,Green,Single-coloured,"Spring, Summer",ZARA,Men,30.0,32.0,16.0
Trousers_Jeans_Grey,recMHMU9qwzQOKp3B,Trousers,Jeans,Grey,Single-coloured,"Spring, Summer, Autumn, Winter",ZARA,Men,90.0,7.0,39.0
Trousers_Shorts_Beige,recIIZxL4OKAsQpAf,Trousers,Shorts,Beige,Single-coloured,"Spring, Summer",ZARA,Men,23.0,33.0,31.0
Trousers_Jeans_Blue,recoPnLXVzvzViGUZ,Trousers,Jeans,Blue,Single-coloured,"Spring, Summer, Autumn, Winter",ZARA,Men,102.0,27.0,47.0
Trousers_Jeans_Blue,recq4gtQ6SuduD8de,Trousers,Jeans,Blue,Single-coloured,"Spring, Summer, Autumn, Winter",ZARA,Men,108.0,58.0,22.0
Trousers_Trousers_Green,rec9kwRAa4iDX9kMv,Trousers,Trousers,Green,Single-coloured,"Spring, Summer, Autumn, Winter",ZARA,Men,26.0,102.0,20.0
Trousers_Trousers_Grey,rect4BEqMYmhSBdjh,Trousers,Trousers,Grey,Single-coloured,"Spring, Summer, Autumn, Winter",ZARA,Men,20.0,21.0,37.0
Trousers_Trousers_Beige,rec0KMBRN9jRy3xtB,Trousers,Trousers,Beige,Single-coloured,"Spring, Summer, Winter, Autumn",ZARA,Men,17.0,48.0,48.0
Trousers_Trousers_Grey,recor2mEw2zap4HGG,Trousers,Trousers,Grey,Single-coloured,"Spring, Summer, Autumn, Winter",Brunello Cucinelli,Men,120.0,13.0,78.0
Trousers_Trousers_Black,recspVFTOmQfvUenB,Trousers,Trousers,Black,Single-coloured,"Spring, Summer, Winter, Autumn",Brunello Cucinelli,Men,90.0,32.0,8.0
Trousers_Trousers_Green,rec6WE1qnNsQByzrH,Trousers,Trousers,Green,Single-coloured,"Spring, Summer, Winter, Autumn",Represent,Men,24.0,30.0,43.0
Trousers_Trousers_Black,recFrDgoTvt1aZzva,Trousers,Trousers,Black,Single-coloured,"Spring, Summer, Autumn, Winter",ACNE STUDIOS,Men,90.0,21.0,12.0
Trousers_Trousers_Brown,recPwXOPOXSwT6Zum,Trousers,Trousers,Brown,Single-coloured,"Spring, Summer, Autumn, Winter",ZARA,Men,19.0,83.0,34.0
Trousers_Trousers_Beige,recJ38T3H2nRXyRSL,Trousers,Trousers,Beige,Single-coloured,"Spring, Autumn, Summer, Winter",ZARA,Men,24.0,22.0,57.0
Trousers_Trousers_Blue,rec6vn1dedM2rng4N,Trousers,Trousers,Blue,Single-coloured,"Spring, Summer, Autumn, Winter",ZARA,Men,120.0,55.0,14.0
"Trousers_Trousers_Beige, Brown",recnj09EJLFEIeUU4,Trousers,Trousers,"Beige, Brown",Other,"Spring, Autumn, Winter, Summer",ZARA,Men,18.0,64.0,40.0
Trousers_Shorts_Brown,recM7G5cNXzklrWF2,Trousers,Shorts,Brown,Single-coloured,"Spring, Summer",ZARA,Men,11.0,113.0,18.0
Trousers_Shorts_Black,rec6DvOwNUxGsXU1z,Trousers,Shorts,Black,Single-coloured,"Spring, Summer",ZARA,Men,0.0,0.0,7.0
Trousers_Shorts_Beige,recsrrc4mfTAPiE8W,Trousers,Shorts,Beige,Single-coloured,"Spring, Summer",ZARA,Men,24.0,43.0,30.0
Trousers_Trousers_Black,recxLrsYxMUjVyMdh,Trousers,Trousers,Black,Single-coloured,"Spring, Summer, Winter, Autumn",ZARA,Men,120.0,26.0,10.0
Trousers_Shorts_Grey,recTxiYwjY9Dvyfh7,Trousers,Shorts,Grey,Single-coloured,"Spring, Summer",ZARA,Men,120.0,21.0,12.0
Trousers_Jeans_Blue,recRsPGAmOZbWEcKN,Trousers,Jeans,Blue,Single-coloured,"Winter, Spring, Summer, Autumn",Urban Outfitters,Men,101.0,67.0,42.0
Trousers_Trousers_Grey,rec32VoOmUtJg9njB,Trousers,Trousers,Grey,Single-coloured,"Spring, Summer, Winter, Autumn",Mr Marvis,Men,0.0,0.0,48.0
Trousers_Trousers_Grey,recAM0nQj6fX4iRI7,Trousers,Trousers,Grey,Single-coloured,"Spring, Summer, Winter, Autumn",Only & Sons,Men,60.0,6.0,45.0
Trousers_Trousers_Grey,rech90OOFYem9jbmM,Trousers,Trousers,Grey,Single-coloured,"Spring, Summer, Winter, Autumn",Jack & Jones,Men,120.0,6.0,44.0
Trousers_Trousers_Black,recIotYsDYNCj3ueV,Trousers,Trousers,Black,Single-coloured,"Spring, Summer, Winter, Autumn",COS,Men,110.0,46.0,33.0
Trousers_Trousers_Black,rec2PQvRKnASk02lR,Trousers,Trousers,Black,Single-coloured,"Spring, Summer, Winter, Autumn",Maison Kitsune,Men,120.0,21.0,12.0
Trousers_Trousers_Black,rec9vklLX2olDE5qq,Trousers,Trousers,Black,Single-coloured,"Spring, Summer, Winter, Autumn",Jack & Jones,Men,0.0,0.0,11.0
Trousers_Trousers_Black,rec3n3hDK6mKli798,Trousers,Trousers,Black,Single-coloured,"Spring, Summer, Winter, Autumn",Only & Sons,Men,120.0,26.0,10.0
Trousers_Trousers_Beige,rec6jCL2HFZk6CLKe,Trousers,Trousers,Beige,Single-coloured,"Spring, Summer, Winter, Autumn",Jack & Jones,Men,19.0,40.0,51.0
Trousers_Trousers_Beige,recL6yRPrxVHFcriw,Trousers,Trousers,Beige,Single-coloured,"Spring, Summer, Winter, Autumn",Maison Kitsune,Men,17.0,75.0,61.0
Trousers_Trousers_Beige,rec9VCPLLwt2zWvw6,Trousers,Trousers,Beige,Single-coloured,"Spring, Summer, Winter, Autumn",Mr Marvis,Men,20.0,23.0,101.0
Trousers_Jeans_Blue,recS6xeiQeJZihL3p,Trousers,Jeans,Blue,Single-coloured,"Spring, Summer, Winter, Autumn",G-Star,Men,111.0,115.0,31.0
Trousers_Jeans_Blue,recA2IxGPnxbMuWeC,Trousers,Jeans,Blue,Single-coloured,"Spring, Summer, Winter, Autumn",Cooper,Men,,,
Trousers_Jeans_Blue,rec5aJ0eNUjvmVS95,Trousers,Jeans,Blue,Single-coloured,"Spring, Summer, Winter, Autumn",G-Star,Men,105.0,54.0,57.0
Trousers_Jeans_Blue,rec5BJ13i04jDWUNu,Trousers,Jeans,Blue,Single-coloured,"Spring, Summer, Winter, Autumn",Levi's,Men,111.0,108.0,33.0
Trousers_Jeans_Blue,recOxSiirnh8RlxVd,Trousers,Jeans,Blue,Single-coloured,"Spring, Summer, Winter, Autumn",Levi's,Men,108.0,100.0,56.0
Trousers_Boots_Blue,recXbz2EV546vGFH9,Trousers,Jeans,Blue,Single-coloured,"Spring, Summer, Autumn",Ted Baker,Men,117.0,100.0,28.0
Trousers_Boots_Black,recpUFu7KUynamjJR,Trousers,Jeans,Black,Single-coloured,"Spring, Summer, Autumn",Levi's,Men,165.0,46.0,11.0
Trousers_Boots_Black,reciTRwA8ZcYe9dqe,Trousers,Jeans,Black,Single-coloured,"Spring, Summer, Autumn",Jack & Jones,Men,60.0,36.0,7.0
Trousers_Boots_Beige,rec0hbxirwqy3w9dO,Trousers,Trousers,Beige,Single-coloured,"Spring, Summer, Autumn",Jack & Jones,Men,15.0,74.0,55.0
Trousers_Boots_Beige,recYi6j6xYp1XE3Pg,Trousers,Trousers,Beige,Single-coloured,"Spring, Summer, Autumn",Pegador,Men,26.0,19.0,95.0
Trousers_Shorts_Blue,reccAdj5xENtEQUkM,Trousers,Shorts,Blue,Single-coloured,Summer,Mr Marvis,Men,111.0,87.0,41.0
Trousers_Shorts_Green,rec0lrXH27VuqPX2d,Trousers,Shorts,Green,Single-coloured,Summer,Mr Marvis,Men,81.0,50.0,86.0
Trousers_Shorts_Beige,recbMrciKiJvRUX2Z,Trousers,Shorts,Beige,Single-coloured,Summer,Next,Men,18.0,132.0,104.0
Trousers_Shorts_Grey,rec131QmR09rrn2cN,Trousers,Shorts,Grey,Single-coloured,Summer,Nordstrom,Men,100.0,13.0,114.0
Trousers_Trousers_Blue,recykRJZsi4RpqCcZ,Trousers,Trousers,Blue,Single-coloured,"Spring, Summer, Autumn, Winter",Polo Ralph Lauren,Men,116.0,112.0,16.0
Trousers_Trousers_Blue,reclnNoXDNDPs5SHi,Trousers,Trousers,Blue,Pinstripe,"Summer, Spring",Polo Ralph Lauren,Men,120.0,102.0,25.0
Trousers_Trousers_White,recnmBBaiFUttlM1j,Trousers,Trousers,White,Single-coloured,"Summer, Spring",Polo Ralph Lauren,Men,19.0,25.0,81.0
Trousers_Trousers_White,recQG9rsXIYMF2Pdh,Trousers,Trousers,White,Single-coloured,"Summer, Spring",Polo Ralph Lauren,Men,0.0,3.0,79.0
Trousers_Trousers_Blue,reczwsO87Xge04y9P,Trousers,Trousers,Blue,Single-coloured,"Summer, Spring, Autumn, Winter",Polo Ralph Lauren,Men,113.0,97.0,21.0
Trousers_Trousers_Blue,recgy1YZ8oV5xQQ11,Trousers,Trousers,Blue,Single-coloured,"Summer, Spring, Winter, Autumn",Massimo Dutti,Men,115.0,85.0,18.0
Trousers_Trousers_Grey,recjMbNSd0uTUU8Cg,Trousers,Trousers,Grey,Plain check,"Spring, Winter, Autumn",BOSS,Men,0.0,0.0,47.0
Trousers_Trousers_White,recZbHfGwQZLMWJUA,Trousers,Trousers,White,Single-coloured,"Summer, Spring, Winter, Autumn",Massimo Alba,Men,24.0,15.0,85.0
Trousers_Trousers_Blue,recyYLuAzUjT3ajC6,Trousers,Trousers,Blue,Single-coloured,"Spring, Winter, Autumn",Massimo Dutti,Men,120.0,18.0,14.0
Trousers_Trousers_Blue,recsH4vAb3ZrAMzIJ,Trousers,Trousers,Blue,Single-coloured,"Winter, Autumn",BOSS,Men,117.0,127.0,22.0
Trousers_Trousers_Black,recUB5EZoHiBk0Dq0,Trousers,Trousers,Black,Single-coloured,"Winter, Autumn, Spring",Club Monaco,Men,0.0,0.0,12.0
Trousers_Trousers_Brown,rec8omH5x5vbToPHQ,Trousers,Trousers,Brown,Single-coloured,"Winter, Autumn, Spring, Summer",Massimo Dutti,Men,17.0,143.0,32.0
Trousers_Trousers_White,rec2NzV0cHAOdZTdO,Trousers,Trousers,White,Single-coloured,"Spring, Summer",SuitSupply,Men,30.0,14.0,53.0
Trousers_Trousers_Grey,recPB0Wyt7hGtYTue,Trousers,Trousers,Grey,Plain check,"Spring, Summer, Winter, Autumn",Tom Ford,Men,120.0,15.0,17.0
Trousers_Shorts_Blue,recixokkUlf0vmIge,Trousers,Shorts,Blue,Single-coloured,Summer,Rubinacci,Men,120.0,88.0,32.0
"Trousers_Shorts_Blue, White",recBJAUzulEfbAvFs,Trousers,Shorts,"Blue, White",Pinstripe,Summer,Mr Marvis,Men,109.0,31.0,90.0
Trousers_Jeans_White,rec4cByu4BY1faLIg,Trousers,Jeans,White,Single-coloured,"Summer, Spring, Autumn",Tom Ford,Men,20.0,19.0,82.0
Trousers_Jeans_Blue,recXt0WKTqN1qmZHY,Trousers,Jeans,Blue,Single-coloured,"Summer, Spring, Winter, Autumn",BOSS,Men,116.0,105.0,17.0
Trousers_Jeans_Blue,recycvP7yaKRQaXOm,Trousers,Jeans,Blue,Single-coloured,"Summer, Spring, Winter, Autumn",Tom Ford,Men,114.0,61.0,21.0
Trousers_Shorts_Blue,recuVEcDpnRHj21W8,Trousers,Shorts,Blue,Single-coloured,Summer,Massimo Dutti,Men,120.0,46.0,11.0
Trousers_Trousers_Grey,recM4t70sT6HpNqo0,Trousers,Trousers,Grey,Single-coloured,"Winter, Autumn",Massimo Dutti,Men,0.0,20.0,13.0
Trousers_Trousers_Green,rec3V9ylKNRNNx32e,Trousers,Trousers,Green,Single-coloured,"Winter, Autumn, Spring",Massimo Dutti,Men,21.0,89.0,20.0
Trousers_Shorts_White,rece3o0rSo8p5NYGS,Trousers,Shorts,White,Pinstripe,Summer,Mr Marvis,Men,21.0,20.0,88.0
Trousers_Shorts_Blue,recbRPyaL90E6PRyO,Trousers,Shorts,Blue,Single-coloured,Summer,Mr Marvis,Men,112.0,94.0,30.0
Trousers_Shorts_Yellow,recuZz8zIkI75Nbcf,Trousers,Shorts,Yellow,Pinstripe,Summer,Polo Ralph Lauren,Men,23.0,33.0,130.0
Trousers_Shorts_Red,recpHEuUaGq5hrE2s,Trousers,Shorts,Red,Single-coloured,Summer,Polo Ralph Lauren,Men,178.0,167.0,52.0
"Trousers_Trousers_Orange, Green, Beige, Black",rec4rVNdXpooskQbk,Trousers,Trousers,"Orange, Green, Beige, Black",Floral,"Summer, Spring",Bambah,Women,18.0,93.0,82.0
Shoes_Boots_Brown,recNz2D9VMH13hlkf,Shoes,Boots,Brown,Single-coloured,"Winter, Autumn",Ganni,Women,12.0,130.0,49.0
Shoes_Sandals_Brown,reczNBWZcjVeaa5SU,Shoes,Sandals,Brown,Single-coloured,"Spring, Summer, Autumn",Vagabond,Women,0.0,90.0,17.0
Shoes_Sandals_Beige,recMn9xHjkPn6bCbD,Shoes,Sandals,Beige,Single-coloured,"Autumn, Winter",Birkenstock,Women,17.0,50.0,46.0
Shoes_Heels_Pink,recr4GSWFVkPNvuti,Shoes,Heels,Pink,Single-coloured,Summer,Reformation,Women,170.0,175.0,32.0
Shoes_Trainers_White,recuRovOdHSCOaztZ,Shoes,Trainers,White,Single-coloured,"Spring, Summer, Winter, Autumn",Nike,Any,0.0,0.0,47.0
"Shoes_Slip-ons_Black, Gold",reccTjENlo7VGSCAv,Shoes,Slip-ons,"Black, Gold",Single-coloured,"Spring, Summer, Autumn",Dune,Women,0.0,21.0,12.0
Shoes_Trainers_Grey,recMo9ubNP8fSpRE0,Shoes,Trainers,Grey,Single-coloured,"Spring, Summer, Winter, Autumn",New Balance,Any,120.0,2.0,116.0
Shoes_Heels_Black,recnvrZrz83msAD0U,Shoes,Heels,Black,Single-coloured,Summer,Steve Madden,Women,0.0,0.0,9.0
Shoes_Boots_Black,rec6q4G1sUb5ynOo9,Shoes,Boots,Black,Single-coloured,"Winter, Autumn",Stradivarius,Women,0.0,0.0,3.0
Shoes_Boots_Brown,recoFhvYpKPvWqWrk,Shoes,Boots,Brown,Single-coloured,"Winter, Autumn, Spring",Clarks,Women,2.0,111.0,39.0
Shoes_Sandals_Brown,rec5EnrGjITWygCoR,Shoes,Sandals,Brown,Single-coloured,Summer,Wholesale,Women,11.0,175.0,51.0
Shoes_Heels_Black,recUIFSdMFde2qY1c,Shoes,Heels,Black,Single-coloured,"Spring, Summer",Michael Kors,Women,15.0,60.0,17.0
Shoes_Boots_Black,recRtQt0oGBr8Ujwm,Shoes,Boots,Black,Single-coloured,Winter,Vagabond,Women,0.0,0.0,10.0
Shoes_Sandals_Black,recOOrFd4UyAJh7Qo,Shoes,Sandals,Black,Single-coloured,"Spring, Summer",Monki,Women,0.0,0.0,8.0
"Shoes_Trainers_Green, White",recaxQC78R57RCVA8,Shoes,Trainers,"Green, White",N.a.,"Spring, Summer, Autumn",Nike,Any,68.0,36.0,28.0
Shoes_Slip-ons_Black,rec2r9aUb2TYTpWwb,Shoes,Slip-ons,Black,Single-coloured,"Winter, Autumn, Spring",Vagabond,Women,0.0,0.0,12.0
Shoes_Heels_Purple,recSSKFXc9CbwN80G,Shoes,Heels,Purple,Single-coloured,"Spring, Summer",Tamaris,Women,150.0,16.0,16.0
Shoes_Heels_Beige,recVGWuep1e1dQ5pA,Shoes,Heels,Beige,Single-coloured,"Spring, Summer",Lulu's,Women,14.0,74.0,45.0
Shoes_Trainers_White,reccxoPpTSMvDWfb8,Shoes,Trainers,White,Single-coloured,"Spring, Summer, Autumn",Converse,Any,120.0,6.0,45.0
Shoes_Slides_Beige,recpoQzYScc6qK0Y5,Shoes,Slides,Beige,Single-coloured,"Spring, Summer",Clarks,Women,13.0,109.0,21.0
"Shoes_Trainers_Black, White",rectPmNjLcA6FTGOt,Shoes,Trainers,"Black, White",Single-coloured,"Winter, Autumn, Spring",Vans,Any,0.0,0.0,38.0
Shoes_Slides_Green,recxxD2LPZVqvtSxU,Shoes,Slides,Green,Single-coloured,"Spring, Summer",Bristol,Women,36.0,67.0,19.0
Shoes_Heels_Orange,recgDeaC43lPOe1CM,Shoes,Heels,Orange,Single-coloured,"Spring, Summer",Raid,Women,,,
Shoes_Heels_Silver,recQ27HH3FlcnVZtx,Shoes,Heels,Silver,Single-coloured,Summer,Stradivarius,Women,0.0,0.0,17.0
